url,latitude,longitude,date,height,width,media,copyRight,country,address,keyword,source
https://live.staticflickr.com/4179/34580490081_259064d1f5_o.jpg,57.78316666666666,14.16433333333333,,,,,,Sweden,Vinotek & Tapasbar; Västra Storgatan; Väster; Jönköping; Jönköpings kommun; Jönköping County; 55315; Sweden,hotel,cameraforensics
https://live.staticflickr.com/7647/28182071271_0c410b7897_o.jpg,57.7810388888889,14.17122777777778,,,,,,Sweden,Vue; Södra Strandgatan; Kålgården; Jönköping; Jönköpings kommun; Jönköping County; 553 20; Sweden,hotel,cameraforensics
https://live.staticflickr.com/659/22542938652_55b424ee45_o.jpg,57.7840888888889,14.166522222222225,,,,,,Sweden,Jönköping; Jönköping Resecentrum; Väster; Jönköping; Jönköpings kommun; Jönköping County; 55186; Sweden,hotel,cameraforensics
https://live.staticflickr.com/1510/25540499856_2c3654338b_o.jpg,57.786007777777776,14.16653166666667,,,,,,Sweden,Jönköpings gästhamn; Norra Strandgatan; Öster; Jönköping; Jönköpings kommun; Jönköping County; 55321; Sweden,hotel,cameraforensics
https://live.staticflickr.com/4047/4560463924_34fc7f7e7d_o.jpg,57.78117194444444,14.172135,,,,,,Sweden,Ester Kök & Bar; Södra Strandgatan; Kålgården; Jönköping; Jönköpings kommun; Jönköping County; 553 20; Sweden,hotel,cameraforensics
https://live.staticflickr.com/841/43284164481_a7ed2575c0_o.jpg,57.77918305555556,14.17162638888889,,,,,,Sweden,Pylongatan; Kålgården; Jönköping; Jönköpings kommun; Jönköping County; 553 20; Sweden,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/183/183136514.jpg,57.78371459,14.159107800000001,,,,,,Sweden,City Hotel; Västra Storgatan; Tändsticksområdet; Jönköping; Jönköpings kommun; Jönköping County; 55315; Sweden,hotel,cameraforensics
https://live.staticflickr.com/1571/26100859862_2cfe5114f7_o.jpg,57.78184166666666,14.170905555555553,,,,,,Sweden,SEB; Södra Strandgatan; Kålgården; Jönköping; Jönköpings kommun; Jönköping County; 553 20; Sweden,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/147/147981011.jpg,57.78142806,14.17141646,,,,,,Sweden,Hotel John Bauer; Södra Strandgatan; Kålgården; Jönköping; Jönköpings kommun; Jönköping County; 553 20; Sweden,hotel,cameraforensics
https://live.staticflickr.com/5834/23474961274_9eeb03d739_o.jpg,57.78251666666667,14.168686111111107,,,,,,Sweden,Västra Storgatan; Väster; Jönköping; Jönköpings kommun; Jönköping County; 55186; Sweden,hotel,cameraforensics
https://live.staticflickr.com/5675/21706642359_d939898c88_o.jpg,59.331497222222225,18.074111111111108,,,,,,Sweden,6; Wahrendorffsgatan; Norrmalm; Norrmalms stadsdelsområde; Stockholm; Stockholms kommun; Stockholm County; 11147; Sweden,hotel,cameraforensics
https://live.staticflickr.com/2838/11430243816_bd7aa68d40_o.jpg,59.33178833333334,18.064954999999998,,,,,,Sweden,Benny Fredrikssons Torg; Norrmalm; Norrmalms stadsdelsområde; Stockholm; Stockholms kommun; Stockholm County; Sweden,hotel,cameraforensics
https://live.staticflickr.com/452/19439650749_3aeec47d58_o.jpg,59.338147222222226,18.06681666666667,,,,,,Sweden,3; Drottninghusgränd; Norrmalm; Norrmalms stadsdelsområde; Stockholm; Stockholms kommun; Stockholm County; 111 39; Sweden,hotel,cameraforensics
https://live.staticflickr.com/637/31512840320_d6f28986d2_o.jpg,59.34475833333333,18.07339722222222,,,,,,Sweden,Valhallavägen; Villastaden; Östermalm; Östermalms stadsdelsområde; Stockholm; Stockholms kommun; Stockholm County; 114 32; Sweden,hotel,cameraforensics
https://live.staticflickr.com/3834/13259440114_d94ba951d7_o.jpg,59.332194444444454,18.07178611111111,,,,,,Sweden,Bar Burger Café; Birgit Nilssons Allé; Norrmalm; Norrmalms stadsdelsområde; Stockholm; Stockholms kommun; Stockholm County; 11147; Sweden,hotel,cameraforensics
https://live.staticflickr.com/754/23242300545_d1595dcf3e_o.jpg,59.34042222222222,18.06746944444444,,,,,,Sweden,4; Runebergsgatan; Lärkstaden; Östermalm; Östermalms stadsdelsområde; Stockholm; Stockholms kommun; Stockholm County; 114 29; Sweden,hotel,cameraforensics
https://live.staticflickr.com/4545/24965099428_0de199b01f_o.jpg,59.331225,18.07142222222221,,,,,,Sweden,Karl XIII; Jussi Björlings Allé; Norrmalm; Norrmalms stadsdelsområde; Stockholm; Stockholms kommun; Stockholm County; 103 27; Sweden,hotel,cameraforensics
https://live.staticflickr.com/1580/24021452454_2b7bbce61a_o.jpg,59.33715,18.07296388888889,,,,,,Sweden,23; Humlegårdsgatan; Villastaden; Östermalm; Östermalms stadsdelsområde; Stockholm; Stockholms kommun; Stockholm County; 106 63; Sweden,hotel,cameraforensics
