url,latitude,longitude,date,height,width,media,copyRight,country,address,keyword,source
https://s-ec.bstatic.com/images/hotel/max1280x900/281/28162145.jpg,46.203775,-63.087637,2019-09-13T02:18:10+0000,900,1200,,,Stratford,236; Kinlock Road; Kinlock; Town of Stratford; Queens County; Prince Edward Island; C1B 0L7; Stratford,hotel,cameraforensics
https://t-ec.bstatic.com/images/hotel/max1280x900/739/73964537.jpg,46.225746,-63.103725,2019-09-07T07:45:50+0000,853,1280,,,Stratford,40; Stratford Road; Southport; Town of Stratford; Queens County; Prince Edward Island; C1B 1T5; Stratford,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/208/208235769.jpg,46.217715999999996,-63.109745999999994,2020-03-10T01:07:00+0000,900,675,,,Stratford,4; Carrington Road; Southport; Town of Stratford; Queens County; Prince Edward Island; C1B 0B8; Stratford,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/189/189638302.jpg,46.217715999999996,-63.109745999999994,2020-01-10T00:05:16+0000,853,1280,,,Stratford,4; Carrington Road; Southport; Town of Stratford; Queens County; Prince Edward Island; C1B 0B8; Stratford,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/208/208237750.jpg,46.217715999999996,-63.109745999999994,2020-01-10T00:05:18+0000,852,1280,,,Stratford,4; Carrington Road; Southport; Town of Stratford; Queens County; Prince Edward Island; C1B 0B8; Stratford,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/181/181688850.jpg,46.20349805,-63.07842207,2020-01-31T23:52:59+0000,900,675,,,Stratford,19; Isleview Drive; Kinlock; Town of Stratford; Queens County; Prince Edward Island; C1B 0G5; Stratford,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/232/232595742.jpg,46.22756714,-63.10522842,2020-12-23T04:56:39+0000,683,1024,,,Stratford,31; Harbourview Drive; Southport; Town of Stratford; Queens County; Prince Edward Island; C1A 7E5; Stratford,hotel,cameraforensics
https://s-ec.bstatic.com/images/hotel/max1280x900/576/57671095.jpg,46.225746,-63.103725,2019-09-09T06:50:15+0000,853,1280,,,Stratford,40; Stratford Road; Southport; Town of Stratford; Queens County; Prince Edward Island; C1B 1T5; Stratford,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/208/208369214.jpg,46.217715999999996,-63.109745999999994,2020-01-10T00:05:21+0000,852,1280,,,Stratford,4; Carrington Road; Southport; Town of Stratford; Queens County; Prince Edward Island; C1B 0B8; Stratford,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/181/181687307.jpg,46.20349805,-63.07842207,2020-01-31T23:22:56+0000,900,1200,,,Stratford,19; Isleview Drive; Kinlock; Town of Stratford; Queens County; Prince Edward Island; C1B 0G5; Stratford,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/210/210625191.jpg,46.20349805,-63.07842207,2020-03-27T02:23:22+0000,900,1200,,,Stratford,19; Isleview Drive; Kinlock; Town of Stratford; Queens County; Prince Edward Island; C1B 0G5; Stratford,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/232/232595799.jpg,46.22756714,-63.10522842,2020-12-20T19:17:36+0000,683,1024,,,Stratford,31; Harbourview Drive; Southport; Town of Stratford; Queens County; Prince Edward Island; C1A 7E5; Stratford,hotel,cameraforensics
https://s-ec.bstatic.com/images/hotel/max1280x900/205/20551393.jpg,46.203775,-63.087637,2019-09-13T11:58:02+0000,900,675,,,Stratford,236; Kinlock Road; Kinlock; Town of Stratford; Queens County; Prince Edward Island; C1B 0L7; Stratford,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/214/214988788.jpg,46.20349805,-63.07842207,2020-01-27T17:58:07+0000,900,675,,,Stratford,19; Isleview Drive; Kinlock; Town of Stratford; Queens County; Prince Edward Island; C1B 0G5; Stratford,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/232/232595805.jpg,46.22756714,-63.10522842,2020-07-23T16:07:58+0000,683,1024,,,Stratford,31; Harbourview Drive; Southport; Town of Stratford; Queens County; Prince Edward Island; C1A 7E5; Stratford,hotel,cameraforensics
https://t-ec.bstatic.com/images/hotel/max1280x900/205/20551219.jpg,46.203775,-63.087637,2019-09-13T21:16:11+0000,900,1200,,,Stratford,236; Kinlock Road; Kinlock; Town of Stratford; Queens County; Prince Edward Island; C1B 0L7; Stratford,hotel,cameraforensics
https://t-ec.bstatic.com/images/hotel/max1280x900/102/102374742.jpg,46.203113,-63.060134,2019-09-16T09:19:48+0000,900,1200,,,Stratford,4; Upper Tea Hill Crescent; Tea Hill; Town of Stratford; Queens County; Prince Edward Island; C1B 2W2; Stratford,hotel,cameraforensics
https://t-ec.bstatic.com/images/hotel/max1280x900/107/107145241.jpg,46.2129001,-63.0725044,2019-09-16T22:37:47+0000,900,1200,,,Stratford,5; Edies Way; Tea Hill; Town of Stratford; Queens County; Prince Edward Island; C1B 2W2; Stratford,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/143/143957319.jpg,46.199589,-63.088236,2020-01-17T03:58:37+0000,900,1200,,,Stratford,13; Paget Crescent; Kinlock; Town of Stratford; Queens County; Prince Edward Island; C1B 0H1; Stratford,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/148/148795401.jpg,46.199589,-63.088236,2019-12-17T18:38:20+0000,900,1200,,,Stratford,13; Paget Crescent; Kinlock; Town of Stratford; Queens County; Prince Edward Island; C1B 0H1; Stratford,hotel,cameraforensics
https://t-ec.bstatic.com/images/hotel/max1280x900/129/129290300.jpg,46.223636,-63.100602,2019-09-20T01:50:40+0000,900,662,,,Stratford,22; Marion Drive; Southport; Town of Stratford; Queens County; Prince Edward Island; C1A 7E5; Stratford,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/153/153768443.jpg,46.20349805,-63.07842207,2020-01-21T08:32:37+0000,900,675,,,Stratford,19; Isleview Drive; Kinlock; Town of Stratford; Queens County; Prince Edward Island; C1B 0G5; Stratford,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/208/208235893.jpg,46.217715999999996,-63.109745999999994,2019-12-23T07:40:40+0000,900,675,,,Stratford,4; Carrington Road; Southport; Town of Stratford; Queens County; Prince Edward Island; C1B 0B8; Stratford,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/232/232595839.jpg,46.22756714,-63.10522842,2020-12-11T16:04:57+0000,683,1024,,,Stratford,31; Harbourview Drive; Southport; Town of Stratford; Queens County; Prince Edward Island; C1A 7E5; Stratford,hotel,cameraforensics
https://t-ec.bstatic.com/images/hotel/max1280x900/645/64587511.jpg,46.225746,-63.103725,2019-09-07T01:44:19+0000,900,600,,,Stratford,40; Stratford Road; Southport; Town of Stratford; Queens County; Prince Edward Island; C1B 1T5; Stratford,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/232/232595723.jpg,46.22756714,-63.10522842,2020-09-20T00:38:06+0000,683,1024,,,Stratford,31; Harbourview Drive; Southport; Town of Stratford; Queens County; Prince Edward Island; C1A 7E5; Stratford,hotel,cameraforensics
https://s-ec.bstatic.com/images/hotel/max1280x900/102/102372657.jpg,46.203113,-63.060134,2019-09-18T20:44:16+0000,900,1200,,,Stratford,4; Upper Tea Hill Crescent; Tea Hill; Town of Stratford; Queens County; Prince Edward Island; C1B 2W2; Stratford,hotel,cameraforensics
