url,latitude,longitude,date,height,width,media,copyRight,country,address,keyword,source
https://live.staticflickr.com/7383/27132063944_65c1b34304_o.jpg,37.091830555555546,-8.21879722222222,,,,,,Portugal,Rua Fernão Lopes; Oura; Albufeira; Albufeira e Olhos de Água; Albufeira; Faro; Algarve; 8200-269; Portugal,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/171/171979102.jpg,37.09208375,-8.22438064,,,,,,Portugal,Edifico Santa Eulalia Praia; Beco do Sol; Oura; Albufeira; Albufeira e Olhos de Água; Albufeira; Faro; Algarve; 8200-269; Portugal,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/145/145108174.jpg,37.08906381,-8.22182572,,,,,,Portugal,Aqua Pedra Dos Bicos - Adults Only - Design Beach Hotel; Rua da Pedra dos Bicos; Oura; Albufeira; Albufeira e Olhos de Água; Albufeira; Faro; Algarve; 8200-269; Portugal,hotel,cameraforensics
https://live.staticflickr.com/8474/8370292876_4728c4d6a1_o.jpg,37.09366666666666,-8.228,,,,,,Portugal,Delta; Avenida Doutor Francisco Sá Carneiro; Areias de São João; Albufeira; Albufeira e Olhos de Água; Albufeira; Faro; Algarve; 8200-260; Portugal,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/151/151211582.jpg,37.09160341,-8.22687173,,,,,,Portugal,Alisuper; Rua Alexandre Herculano; Areias de São João; Albufeira; Albufeira e Olhos de Água; Albufeira; Faro; Algarve; 8200-269; Portugal,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/137/137095108.jpg,37.095734,-8.2232666,,,,,,Portugal,Fantastic Chinese Shopping; Rua Jornal de Albufeira; Areias de São João; Albufeira; Albufeira e Olhos de Água; Albufeira; Faro; Algarve; 8200-260; Portugal,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/914/91463844.jpg,37.0959872,-8.226652,,,,,,Portugal,Edifico Dois Pinheiros; Rua Mouzinho de Albuquerque; Montechoro; Albufeira; Albufeira e Olhos de Água; Albufeira; Faro; Algarve; 8200-260; Portugal,hotel,cameraforensics
https://live.staticflickr.com/7048/6976909747_c4273e7fb2_o.jpg,37.08916833333333,-8.22136,,,,,,Portugal,Estrada de Santa Eulália; Oura; Albufeira; Albufeira e Olhos de Água; Albufeira; Faro; Algarve; Portugal,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/193/193745108.jpg,37.09920457,-8.22380304,,,,,,Portugal,Rua Teófilo Braga; Montechoro; Albufeira; Albufeira e Olhos de Água; Albufeira; Faro; Algarve; 8200-260; Portugal,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/189/189833641.jpg,37.09322947,-8.23076868,,,,,,Portugal,Rua Camilo Castelo Branco; Areias de São João; Albufeira; Albufeira e Olhos de Água; Albufeira; Faro; Algarve; 8200-112 ALBUFEIRA; Portugal,hotel,cameraforensics
https://live.staticflickr.com/8549/29424608091_18bfb4d5b0_o.jpg,38.530419444444455,-28.625325,,,,,,Portugal,Horta Marina; Marina da Horta; Horta; Horta (Angústias); Horta; Faial; Azores; 9900-017; Portugal,hotel,cameraforensics
