url,latitude,longitude,date,height,width,media,copyRight,country,address,keyword,source
https://r-cf.bstatic.com/images/hotel/max1280x900/502/50253096.jpg,-4.31021379,55.73626578,,,,,,Seychelles,Seychelles,hotel,cameraforensics
https://66.media.tumblr.com/898f42192f93c9cb1a4248e60f2c807f/tumblr_oe973mN1xZ1thrdtko1_1280.jpg,-4.31485555555556,55.7456,,,,,,Seychelles,Seychelles,hotel,cameraforensics
https://live.staticflickr.com/3755/13586208043_3571e99c88_o.jpg,-4.30962222222222,55.73483611111111,,,,,,Seychelles,Le Domaine de La Réserve; Salazie-Track; Grande Anse; Seychelles,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/109/109270786.jpg,-4.31266374,55.74018449,,,,,,Seychelles,Paradise Sun; Salazie-Track; Grande Anse; Seychelles,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/373/37397325.jpg,-4.31434089,55.74426413,,,,,,Seychelles,Seychelles,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/105/105987689.jpg,-4.31124495,55.73857516,,,,,,Seychelles,Seychelles,hotel,cameraforensics
https://live.staticflickr.com/5746/30633727385_ba3f1e0e04_o.jpg,-4.31401944444444,55.74296944444446,,,,,,Seychelles,Ritas Art Studio; Salazie-Track; Grande Anse; Seychelles,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/446/44689179.jpg,-4.31434089,55.74426413,,,,,,Seychelles,Seychelles,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/219/219905542.jpg,-4.31727966,55.74158507,,,,,,Seychelles,Seychelles,hotel,cameraforensics
https://r-cf.bstatic.com/images/hotel/max1280x900/108/108914955.jpg,-4.316376,55.740926,,,,,,Seychelles,Mango Lodge; Salazie-Track; Grande Anse; Seychelles,hotel,cameraforensics
https://live.staticflickr.com/4104/5066368575_9b1c116a72_o.jpg,-4.62033333333333,55.50733333333334,,,,,,Seychelles,Jolly Roger Bar; Cinnamon Drive; Victoria; SEZ; Seychelles,hotel,cameraforensics
https://live.staticflickr.com/7392/27424526803_ec26a01f42_o.jpg,-4.619833333333332,55.49966666666667,,,,,,Seychelles,Victoria; Mahé; SEZ; Seychelles,hotel,cameraforensics
https://live.staticflickr.com/7817/47130379922_a987329a73_o.jpg,-4.6183277777777825,55.509255555555534,,,,,,Seychelles,House Julie Melidor; Cinnamon Drive; Victoria; SEZ; Seychelles,hotel,cameraforensics
https://live.staticflickr.com/1173/4730631290_1a0442b274_o.jpg,-4.6205,55.50733333333334,,,,,,Seychelles,Jolly Roger Bar; Cinnamon Drive; Victoria; SEZ; Seychelles,hotel,cameraforensics
https://live.staticflickr.com/1199/4729816237_339912f35e_o.jpg,-4.62066666666667,55.50733333333334,,,,,,Seychelles,Jolly Roger Bar; Cinnamon Drive; Victoria; SEZ; Seychelles,hotel,cameraforensics
https://q-cf.bstatic.com/images/hotel/max1280x900/643/64325815.jpg,-4.62165198,55.50419882,,,,,,Seychelles,Jolly Roger Bar; Cinnamon Drive; Victoria; SEZ; Seychelles,hotel,cameraforensics
https://live.staticflickr.com/4113/5066356087_919b3fcf11_o.jpg,-4.62033333333333,55.50733333333334,,,,,,Seychelles,Jolly Roger Bar; Cinnamon Drive; Victoria; SEZ; Seychelles,hotel,cameraforensics
https://live.staticflickr.com/8173/8067089121_9e3a2c68d1_o.jpg,-4.62027222222222,55.50805555555557,,,,,,Seychelles,Jolly Roger Bar; Cinnamon Drive; Victoria; SEZ; Seychelles,hotel,cameraforensics
https://live.staticflickr.com/8457/8067119763_10d0564dab_o.jpg,-4.62027222222222,55.50805555555557,,,,,,Seychelles,Jolly Roger Bar; Cinnamon Drive; Victoria; SEZ; Seychelles,hotel,cameraforensics
https://live.staticflickr.com/651/21576805674_b59953350f_o.jpg,-4.62014444444444,55.506675,,,,,,Seychelles,Jolly Roger Bar; Cinnamon Drive; Victoria; SEZ; Seychelles,hotel,cameraforensics
